,model_name,image_1,image_2,cosine_similarity,numerosity_1,numerosity_2,area_diff,numerosity_comparison_type,layer
50,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,1.0,1.0,1.0,40.0,same,0
51,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.99992275,1.0,1.0,40.0,same,1
52,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9997179,1.0,1.0,40.0,same,2
53,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9997205,1.0,1.0,40.0,same,3
54,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9996738,1.0,1.0,40.0,same,4
55,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.99953187,1.0,1.0,40.0,same,5
56,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9991543,1.0,1.0,40.0,same,6
57,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.99879605,1.0,1.0,40.0,same,7
58,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.99883395,1.0,1.0,40.0,same,8
59,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9981862,1.0,1.0,40.0,same,9
60,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.996978,1.0,1.0,40.0,same,10
61,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.99568146,1.0,1.0,40.0,same,11
62,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9904648,1.0,1.0,40.0,same,12
63,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9836506,1.0,1.0,40.0,same,13
64,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.97032505,1.0,1.0,40.0,same,14
65,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9567486,1.0,1.0,40.0,same,15
66,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9207082,1.0,1.0,40.0,same,16
67,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9130442,1.0,1.0,40.0,same,17
68,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9162046,1.0,1.0,40.0,same,18
69,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9115663,1.0,1.0,40.0,same,19
70,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.92139804,1.0,1.0,40.0,same,20
71,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9215859,1.0,1.0,40.0,same,21
72,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9258833,1.0,1.0,40.0,same,22
73,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9484525,1.0,1.0,40.0,same,23
74,clip-vit-large-patch14,stimulus_935.png,stimulus_1105.png,0.9267584,1.0,1.0,40.0,same,24
75,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,1.0,1.0,1.0,135.0,same,0
76,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.99956053,1.0,1.0,135.0,same,1
77,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.9994662,1.0,1.0,135.0,same,2
78,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.99951,1.0,1.0,135.0,same,3
79,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.99953735,1.0,1.0,135.0,same,4
80,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.9985919,1.0,1.0,135.0,same,5
81,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.9974396,1.0,1.0,135.0,same,6
82,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.9964987,1.0,1.0,135.0,same,7
83,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.9964872,1.0,1.0,135.0,same,8
84,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.99502885,1.0,1.0,135.0,same,9
85,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.9933945,1.0,1.0,135.0,same,10
86,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.99168324,1.0,1.0,135.0,same,11
87,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.98122334,1.0,1.0,135.0,same,12
88,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.96675736,1.0,1.0,135.0,same,13
89,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.93050474,1.0,1.0,135.0,same,14
90,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.91884625,1.0,1.0,135.0,same,15
91,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.8704205,1.0,1.0,135.0,same,16
92,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.8734199,1.0,1.0,135.0,same,17
93,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.8728224,1.0,1.0,135.0,same,18
94,clip-vit-large-patch14,stimulus_630.png,stimulus_1575.png,0.86466473,1.0,1.0,135.0,same,19
