,image_1,image_2,cosine_similarity,numerosity_1,numerosity_2,area_diff,numerosity_comparison_type,layer
602,stimulus_13889.png,stimulus_17093.png,0.93882316,9.0,11.0,1.0,different,last
603,stimulus_3693.png,stimulus_28523.png,0.6886567,3.0,18.0,120.0,different,last
604,stimulus_3128.png,stimulus_5095.png,0.83973724,2.0,4.0,187.0,different,last
605,stimulus_4394.png,stimulus_29006.png,0.7224674,3.0,19.0,128.0,different,last
606,stimulus_9983.png,stimulus_47963.png,0.8018961,7.0,30.0,192.0,different,last
607,stimulus_1292.png,stimulus_6025.png,0.7277002,1.0,4.0,0.0,different,last
608,stimulus_14246.png,stimulus_24020.png,0.70223904,9.0,16.0,219.0,different,last
609,stimulus_1915.png,stimulus_7492.png,0.7830957,2.0,5.0,126.0,different,last
610,stimulus_31600.png,stimulus_45706.png,0.94739914,20.0,29.0,63.0,different,last
611,stimulus_16028.png,stimulus_19341.png,0.91835594,11.0,13.0,1.0,different,last
612,stimulus_5833.png,stimulus_42781.png,0.733158,4.0,27.0,2.0,different,last
613,stimulus_4561.png,stimulus_7409.png,0.90698296,3.0,5.0,24.0,different,last
614,stimulus_36338.png,stimulus_39147.png,0.94599956,23.0,25.0,65.0,different,last
615,stimulus_17950.png,stimulus_47182.png,0.8842553,12.0,30.0,66.0,different,last
616,stimulus_11422.png,stimulus_35976.png,0.8809276,8.0,23.0,63.0,different,last
617,stimulus_13965.png,stimulus_36713.png,0.91661954,9.0,23.0,67.0,different,last
618,stimulus_8442.png,stimulus_14165.png,0.91455805,6.0,9.0,124.0,different,last
619,stimulus_9544.png,stimulus_41352.png,0.8518435,6.0,26.0,25.0,different,last
620,stimulus_14415.png,stimulus_22531.png,0.9273943,10.0,15.0,0.0,different,last
621,stimulus_2590.png,stimulus_15897.png,0.5865326,2.0,10.0,88.0,different,last
622,stimulus_9544.png,stimulus_43594.png,0.74281764,6.0,28.0,183.0,different,last
623,stimulus_17075.png,stimulus_46475.png,0.65363026,11.0,30.0,156.0,different,last
624,stimulus_6688.png,stimulus_8609.png,0.93225074,5.0,6.0,64.0,different,last
625,stimulus_10723.png,stimulus_36895.png,0.5773392,7.0,24.0,164.0,different,last
626,stimulus_28093.png,stimulus_43594.png,0.7874212,18.0,28.0,95.0,different,last
627,stimulus_27093.png,stimulus_27795.png,0.9154117,17.0,18.0,162.0,different,last
628,stimulus_6057.png,stimulus_21988.png,0.77935475,4.0,14.0,35.0,different,last
629,stimulus_45852.png,stimulus_46108.png,0.98066604,29.0,29.0,36.0,same,last
630,stimulus_4678.png,stimulus_4929.png,0.7442312,3.0,4.0,219.0,different,last
631,stimulus_7280.png,stimulus_18822.png,0.8592361,5.0,12.0,59.0,different,last
632,stimulus_10053.png,stimulus_28810.png,0.7309066,7.0,19.0,63.0,different,last
633,stimulus_1915.png,stimulus_34413.png,0.62994033,2.0,22.0,94.0,different,last
634,stimulus_13096.png,stimulus_39395.png,0.8304728,9.0,25.0,99.0,different,last
635,stimulus_26875.png,stimulus_32550.png,0.9241414,17.0,21.0,130.0,different,last
636,stimulus_8121.png,stimulus_39454.png,0.6755351,6.0,25.0,163.0,different,last
637,stimulus_13727.png,stimulus_29206.png,0.9321625,9.0,19.0,66.0,different,last
638,stimulus_12795.png,stimulus_36038.png,0.8958013,8.0,23.0,99.0,different,last
639,stimulus_46860.png,stimulus_50787.png,0.9519923,30.0,32.0,95.0,different,last
