,image_type,image_1,image_2,mean_pix_diff
0,rectangles,stimulus_390.png,stimulus_1151.png,15.660754547924883
1,rectangles,stimulus_406.png,stimulus_1512.png,0.18765285213827748
2,rectangles,stimulus_216.png,stimulus_1575.png,16.232797937735477
3,rectangles,stimulus_323.png,stimulus_1048.png,11.501369702043904
4,rectangles,stimulus_142.png,stimulus_1558.png,10.540382341492792
5,rectangles,stimulus_292.png,stimulus_729.png,11.616064805634506
6,rectangles,stimulus_813.png,stimulus_1169.png,25.614118580210192
7,rectangles,stimulus_595.png,stimulus_761.png,28.479285551663104
8,rectangles,stimulus_1120.png,stimulus_1589.png,47.58056271619627
9,rectangles,stimulus_1464.png,stimulus_1473.png,25.623379675531172
10,rectangles,stimulus_2185.png,stimulus_2428.png,22.253068059135877
11,rectangles,stimulus_1862.png,stimulus_3130.png,14.142654651478765
12,rectangles,stimulus_2364.png,stimulus_2496.png,19.22303743362637
13,rectangles,stimulus_1772.png,stimulus_2099.png,9.289047524621587
14,rectangles,stimulus_2117.png,stimulus_2926.png,16.41025697519848
15,rectangles,stimulus_2323.png,stimulus_3091.png,36.807551354646336
16,rectangles,stimulus_1825.png,stimulus_2200.png,18.98219754555269
17,rectangles,stimulus_1718.png,stimulus_2705.png,9.286469693965232
18,rectangles,stimulus_1802.png,stimulus_2167.png,13.803915952438658
19,rectangles,stimulus_1994.png,stimulus_2996.png,5.883263195775589
20,rectangles,stimulus_3305.png,stimulus_3999.png,8.934533383274212
21,rectangles,stimulus_3477.png,stimulus_4223.png,17.168763449152106
22,rectangles,stimulus_4172.png,stimulus_4737.png,30.62412878871336
23,rectangles,stimulus_3703.png,stimulus_4590.png,18.14530592460396
24,rectangles,stimulus_3953.png,stimulus_4585.png,28.907124653902365
25,rectangles,stimulus_3537.png,stimulus_3936.png,17.344988653138564
26,rectangles,stimulus_3592.png,stimulus_3796.png,16.295069807066636
27,rectangles,stimulus_3237.png,stimulus_3718.png,8.92128436189511
28,rectangles,stimulus_3922.png,stimulus_4513.png,26.27961751162227
29,rectangles,stimulus_3350.png,stimulus_3556.png,8.118212997848136
30,rectangles,stimulus_5311.png,stimulus_5765.png,23.578689933240796
31,rectangles,stimulus_5585.png,stimulus_5868.png,37.07787104971321
32,rectangles,stimulus_5459.png,stimulus_5543.png,20.443504380843265
33,rectangles,stimulus_5227.png,stimulus_5648.png,23.38884115128414
34,rectangles,stimulus_5146.png,stimulus_5182.png,16.225490412085694
35,rectangles,stimulus_5233.png,stimulus_5577.png,21.20827549738912
36,rectangles,stimulus_5286.png,stimulus_5351.png,19.933204074588172
37,rectangles,stimulus_5318.png,stimulus_5812.png,23.097068911068515
38,rectangles,stimulus_5845.png,stimulus_6038.png,49.211169130661496
39,rectangles,stimulus_5007.png,stimulus_5286.png,18.184068859658787
40,rectangles,stimulus_6488.png,stimulus_7912.png,9.491410903268925
41,rectangles,stimulus_6525.png,stimulus_7481.png,6.11194835525591
42,rectangles,stimulus_6832.png,stimulus_7256.png,24.00239422448425
43,rectangles,stimulus_6768.png,stimulus_7015.png,15.632053231101416
44,rectangles,stimulus_6786.png,stimulus_7688.png,11.06590727153884
45,rectangles,stimulus_6430.png,stimulus_7910.png,5.742496015746065
46,rectangles,stimulus_6680.png,stimulus_7236.png,17.638303185199874
47,rectangles,stimulus_7565.png,stimulus_7598.png,38.43034349042677
48,rectangles,stimulus_7488.png,stimulus_7549.png,44.18225483067839
49,rectangles,stimulus_7133.png,stimulus_7698.png,31.61598401891878
50,rectangles,stimulus_9341.png,stimulus_9430.png,53.385139650854505
51,rectangles,stimulus_8562.png,stimulus_8820.png,22.193917494730503
52,rectangles,stimulus_8617.png,stimulus_9106.png,24.15299535109172
53,rectangles,stimulus_9371.png,stimulus_9568.png,47.57246201188299
54,rectangles,stimulus_8809.png,stimulus_9002.png,35.737604747321186
55,rectangles,stimulus_9184.png,stimulus_9449.png,44.3914630474218
56,rectangles,stimulus_8439.png,stimulus_9294.png,19.84010840108401
57,rectangles,stimulus_8614.png,stimulus_8982.png,31.29645786972775
58,rectangles,stimulus_8203.png,stimulus_8616.png,13.848870087616865
59,rectangles,stimulus_8175.png,stimulus_8336.png,8.389671051182056
60,rectangles,stimulus_9757.png,stimulus_11141.png,8.283678880149235
61,rectangles,stimulus_9713.png,stimulus_10358.png,7.630650479946534
62,rectangles,stimulus_11025.png,stimulus_11170.png,45.213680863095895
63,rectangles,stimulus_10961.png,stimulus_11080.png,41.2646352479785
64,rectangles,stimulus_9718.png,stimulus_11025.png,6.332811891804555
65,rectangles,stimulus_10725.png,stimulus_10926.png,33.36313628718943
66,rectangles,stimulus_10041.png,stimulus_10673.png,19.341176989005664
67,rectangles,stimulus_10450.png,stimulus_10653.png,35.348095269570585
68,rectangles,stimulus_10374.png,stimulus_11038.png,23.621066237762648
69,rectangles,stimulus_10141.png,stimulus_10645.png,24.399225916378406
70,rectangles,stimulus_11937.png,stimulus_12377.png,24.92309839087551
71,rectangles,stimulus_12042.png,stimulus_12666.png,29.774560997642496
72,rectangles,stimulus_12308.png,stimulus_12371.png,44.67127150946306
73,rectangles,stimulus_12287.png,stimulus_12392.png,46.166978797159246
74,rectangles,stimulus_11226.png,stimulus_12100.png,6.712700406136853
75,rectangles,stimulus_11879.png,stimulus_12103.png,31.709013594200982
