,image_type,image_1,image_2,mean_pix_diff
97,dots,stimulus_15374.png,stimulus_15947.png,225.32073794992692
98,dots,stimulus_16489.png,stimulus_16766.png,48.18786583529792
99,dots,stimulus_16330.png,stimulus_16807.png,210.22895689661505
100,dots,stimulus_17691.png,stimulus_17871.png,219.70789726867457
101,dots,stimulus_17787.png,stimulus_17970.png,215.2205550781795
102,dots,stimulus_16949.png,stimulus_18336.png,31.843031411343922
103,dots,stimulus_17123.png,stimulus_17906.png,218.82514817018088
104,dots,stimulus_17653.png,stimulus_18339.png,215.37270584087955
105,dots,stimulus_17071.png,stimulus_17137.png,33.45028312071739
106,dots,stimulus_16920.png,stimulus_18158.png,31.23691071599063
107,dots,stimulus_17909.png,stimulus_18058.png,215.37181718700657
108,dots,stimulus_17892.png,stimulus_18337.png,212.97726221164652
109,dots,stimulus_17026.png,stimulus_18022.png,33.160721498813906
110,dots,stimulus_19414.png,stimulus_20093.png,42.3614324219123
111,dots,stimulus_18665.png,stimulus_19921.png,34.419297743112935
112,dots,stimulus_19276.png,stimulus_20084.png,212.37062007476445
113,dots,stimulus_19506.png,stimulus_19868.png,40.34299101798606
114,dots,stimulus_19026.png,stimulus_20009.png,209.1195349622873
115,dots,stimulus_18859.png,stimulus_19041.png,222.4243726177099
116,dots,stimulus_18906.png,stimulus_19520.png,37.93843317836972
117,dots,stimulus_18948.png,stimulus_20217.png,203.69281218557444
118,dots,stimulus_18797.png,stimulus_20030.png,210.16182313584653
119,dots,stimulus_18928.png,stimulus_18989.png,221.88853636503845
120,dots,stimulus_20293.png,stimulus_21366.png,36.7884122472661
121,dots,stimulus_20593.png,stimulus_21235.png,212.2126086030508
122,dots,stimulus_20674.png,stimulus_21413.png,43.74776918500892
123,dots,stimulus_21340.png,stimulus_21653.png,211.48990533265766
124,dots,stimulus_20529.png,stimulus_21484.png,38.26311498887347
125,dots,stimulus_21023.png,stimulus_21410.png,213.0319841951807
126,dots,stimulus_20373.png,stimulus_21660.png,208.31337167030208
127,dots,stimulus_21489.png,stimulus_21607.png,42.180308605254076
128,dots,stimulus_20693.png,stimulus_21116.png,47.57383538605034
129,dots,stimulus_21157.png,stimulus_21549.png,209.4282430358179
130,dots,stimulus_763.png,stimulus_7366.png,22.111661929627427
131,dots,stimulus_1564.png,stimulus_15947.png,222.60498968133314
132,dots,stimulus_377.png,stimulus_16061.png,224.72688949111713
133,dots,stimulus_392.png,stimulus_6939.png,19.48670324101615
134,dots,stimulus_389.png,stimulus_21489.png,218.13751367865981
135,dots,stimulus_836.png,stimulus_12785.png,24.24618649980538
136,dots,stimulus_722.png,stimulus_9865.png,21.75777939351209
137,dots,stimulus_465.png,stimulus_6709.png,24.100931984929606
138,dots,stimulus_612.png,stimulus_3565.png,20.0112513862266
139,dots,stimulus_934.png,stimulus_16863.png,28.323080764682985
140,dots,stimulus_3248.png,stimulus_162.png,25.488473204515245
141,dots,stimulus_1870.png,stimulus_15975.png,224.85180778637056
142,dots,stimulus_2888.png,stimulus_18665.png,224.52403404792855
143,dots,stimulus_1835.png,stimulus_5930.png,227.58701830920748
144,dots,stimulus_2197.png,stimulus_16807.png,210.83875705965733
145,dots,stimulus_2617.png,stimulus_21607.png,213.99457994579944
146,dots,stimulus_3283.png,stimulus_17137.png,32.68244210897394
147,dots,stimulus_3114.png,stimulus_18948.png,31.422294195841687
148,dots,stimulus_2365.png,stimulus_20373.png,27.17224462217522
149,dots,stimulus_1894.png,stimulus_12249.png,20.99869272405461
150,dots,stimulus_3543.png,stimulus_5631.png,233.56820969293705
151,dots,stimulus_3436.png,stimulus_6404.png,224.88612745206044
152,dots,stimulus_3609.png,stimulus_7833.png,228.4025748929576
153,dots,stimulus_4903.png,stimulus_18928.png,33.12629166942076
154,dots,stimulus_4448.png,stimulus_16061.png,24.431188078818458
155,dots,stimulus_3565.png,stimulus_2460.png,233.93332158253833
156,dots,stimulus_5069.png,stimulus_17906.png,221.43598387203383
157,dots,stimulus_4519.png,stimulus_3143.png,22.846931206439436
158,dots,stimulus_4671.png,stimulus_9653.png,31.029575282202686
159,dots,stimulus_3938.png,stimulus_2206.png,22.085501722225896
160,dots,stimulus_5189.png,stimulus_9175.png,227.7896754577302
161,dots,stimulus_6064.png,stimulus_1201.png,28.462100013954068
162,dots,stimulus_6404.png,stimulus_2460.png,30.09295613281336
163,dots,stimulus_5086.png,stimulus_16446.png,23.23735137080368
164,dots,stimulus_6177.png,stimulus_16800.png,210.6035575531907
165,dots,stimulus_5624.png,stimulus_14933.png,218.4509734799245
166,dots,stimulus_6258.png,stimulus_21549.png,30.850757559066107
167,dots,stimulus_6549.png,stimulus_18859.png,220.7658727535785
168,dots,stimulus_6149.png,stimulus_162.png,24.95720507340575
169,dots,stimulus_5985.png,stimulus_10258.png,26.535513105808565
170,dots,stimulus_7332.png,stimulus_20674.png,221.90025778306563
171,dots,stimulus_7656.png,stimulus_16421.png,219.47210287821036
172,dots,stimulus_8165.png,stimulus_10258.png,28.830090848333956
173,dots,stimulus_7368.png,stimulus_10694.png,27.69220261308304
174,dots,stimulus_8074.png,stimulus_9175.png,28.645691497565384
175,dots,stimulus_6939.png,stimulus_20674.png,221.19073009158276
176,dots,stimulus_8408.png,stimulus_16863.png,38.49943816511336
177,dots,stimulus_7796.png,stimulus_19921.png,34.58038645427105
178,dots,stimulus_8400.png,stimulus_1201.png,34.88692797497081
179,dots,stimulus_7833.png,stimulus_16875.png,32.97878247075154
180,dots,stimulus_9152.png,stimulus_14878.png,28.73018705796814
181,dots,stimulus_9900.png,stimulus_18797.png,32.96098001630423
182,dots,stimulus_9993.png,stimulus_17906.png,218.86167110993603
183,dots,stimulus_9175.png,stimulus_14340.png,29.649415030735675
184,dots,stimulus_9655.png,stimulus_2902.png,29.125828981867055
185,dots,stimulus_9703.png,stimulus_17909.png,33.92627844977637
186,dots,stimulus_9902.png,stimulus_14041.png,33.50446162998215
187,dots,stimulus_8480.png,stimulus_16863.png,205.78119285257893
188,dots,stimulus_9865.png,stimulus_7366.png,28.595633110802652
189,dots,stimulus_10051.png,stimulus_7796.png,36.0191097303927
190,dots,stimulus_11636.png,stimulus_3543.png,33.720514684821644
191,dots,stimulus_10694.png,stimulus_16875.png,205.63144365861004
192,dots,stimulus_10805.png,stimulus_17871.png,34.129163269952485
193,dots,stimulus_10684.png,stimulus_10051.png,218.89570434999743
194,dots,stimulus_10891.png,stimulus_15534.png,31.265825015973736
195,dots,stimulus_10258.png,stimulus_12249.png,28.53192176908219
196,dots,stimulus_11155.png,stimulus_9495.png,222.77923928290772
197,dots,stimulus_10587.png,stimulus_8400.png,220.8207342778035
198,dots,stimulus_11137.png,stimulus_17123.png,34.95939365897724
199,dots,stimulus_11011.png,stimulus_14041.png,29.46976006345429
200,dots,stimulus_11831.png,stimulus_5299.png,20.440529960855166
201,dots,stimulus_12055.png,stimulus_16725.png,31.358274395752087
202,dots,stimulus_12648.png,stimulus_11370.png,33.841055808932076
203,dots,stimulus_13012.png,stimulus_1630.png,230.05521404807544
204,dots,stimulus_12035.png,stimulus_10560.png,30.71077621345319
205,dots,stimulus_12989.png,stimulus_20674.png,219.78097252517242
206,dots,stimulus_11836.png,stimulus_14510.png,27.023986310323806
207,dots,stimulus_11882.png,stimulus_5069.png,222.10360529079546
208,dots,stimulus_12054.png,stimulus_14418.png,29.630422808293122
209,dots,stimulus_12324.png,stimulus_13782.png,222.87143895829203
210,dots,stimulus_14870.png,stimulus_18022.png,42.224660512187775
211,dots,stimulus_13903.png,stimulus_9671.png,220.38928915034407
212,dots,stimulus_14533.png,stimulus_6305.png,225.55624591476268
213,dots,stimulus_14878.png,stimulus_377.png,37.75385022142904
214,dots,stimulus_13810.png,stimulus_6549.png,30.104861157012653
215,dots,stimulus_13748.png,stimulus_9495.png,222.8625156983277
216,dots,stimulus_14960.png,stimulus_8408.png,37.35193631069102
217,dots,stimulus_13973.png,stimulus_7788.png,30.624936655870624
218,dots,stimulus_13610.png,stimulus_12648.png,221.01291118602242
219,dots,stimulus_14761.png,stimulus_763.png,36.36572146209267
220,dots,stimulus_15297.png,stimulus_162.png,26.869970108915183
221,dots,stimulus_15809.png,stimulus_11882.png,36.929017853864174
222,dots,stimulus_15909.png,stimulus_5985.png,32.12377259273948
223,dots,stimulus_15386.png,stimulus_20084.png,213.53984621147023
224,dots,stimulus_15947.png,stimulus_4668.png,31.014894132681164
225,dots,stimulus_16875.png,stimulus_8165.png,52.271178971952324
226,dots,stimulus_16800.png,stimulus_6177.png,42.24534925566058
227,dots,stimulus_16421.png,stimulus_1226.png,34.53135626207211
228,dots,stimulus_16863.png,stimulus_1493.png,49.338804797262064
229,dots,stimulus_16489.png,stimulus_453.png,230.0393725075462
230,dots,stimulus_18058.png,stimulus_3283.png,35.790857881478544
231,dots,stimulus_17906.png,stimulus_9671.png,35.05530217903805
232,dots,stimulus_18336.png,stimulus_20373.png,48.33993581128223
233,dots,stimulus_17787.png,stimulus_9655.png,222.67862310059414
234,dots,stimulus_17871.png,stimulus_16863.png,36.64710159296715
235,dots,stimulus_17071.png,stimulus_12249.png,31.79230469811473
236,dots,stimulus_17892.png,stimulus_16725.png,36.84989828218065
237,dots,stimulus_18022.png,stimulus_2888.png,224.95939365897723
238,dots,stimulus_18339.png,stimulus_7490.png,39.51115958314055
239,dots,stimulus_17909.png,stimulus_6177.png,223.26296810393578
240,dots,stimulus_18948.png,stimulus_17123.png,35.23853379455204
241,dots,stimulus_18928.png,stimulus_12648.png,218.5849178545986
242,dots,stimulus_20217.png,stimulus_836.png,226.82671249476724
243,dots,stimulus_19041.png,stimulus_20693.png,32.75725060773643
244,dots,stimulus_19276.png,stimulus_21116.png,209.09581304485133
245,dots,stimulus_18906.png,stimulus_18022.png,38.07914160442417
246,dots,stimulus_18665.png,stimulus_14960.png,34.26257151460403
247,dots,stimulus_19026.png,stimulus_16807.png,37.74101982212234
248,dots,stimulus_19414.png,stimulus_1226.png,37.25443408905634
249,dots,stimulus_19921.png,stimulus_11155.png,48.519737663501296
250,dots,stimulus_21549.png,stimulus_16949.png,41.53007836311426
251,dots,stimulus_21489.png,stimulus_3884.png,38.80228552963037
252,dots,stimulus_21660.png,stimulus_17970.png,46.4150821454014
253,dots,stimulus_21023.png,stimulus_10684.png,39.5249888000235
254,dots,stimulus_21607.png,stimulus_8400.png,41.212424996878696
255,dots,stimulus_21484.png,stimulus_16875.png,46.06868339686107
256,dots,stimulus_21157.png,stimulus_15297.png,43.96728138013088
257,dots,stimulus_20293.png,stimulus_16766.png,37.83657581833271
258,dots,stimulus_21340.png,stimulus_17906.png,215.9507274476539
259,dots,stimulus_21116.png,stimulus_4134.png,39.46281975014872
